CHAPTER,FILE,SUMMARY,CURRENT_TAGS,PROPOSED_TAGS,TAGS_ADDED,TAGS_REMOVED,RATIONALE_ADDED,APPROVAL_STATUS
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/04-validacoes-pre-deploy.md,"Este documento define as **validações técnicas e de segurança obrigatórias antes | Aplica-se a ambie","grupo:execucao|pre-deploy|seguranca|tema:validacao|tipo:anexo","grupo:execucao|pre-deploy|seguranca|segurança|tema:validacao|tipo-anexo|tipo:anexo","segurança|tipo-anexo","","segurança(80%,rag:Found in 80% of similar docume); tipo-anexo(80%,rag:Found in 80% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/05-monitorizacao-e-reacao.md,"A fase de execução de uma aplicação em produção exige **observabilidade adequada | ---","grupo:execucao|observabilidade|rollback|tema:monitorizacao|tipo:anexo","grupo:execucao|monitorizacao|observabilidade|rollback|tema:monitorizacao|tipo-anexo|tipo:anexo","monitorizacao|tipo-anexo","","monitorizacao(68%,rag:Found in 67% of similar docume); tipo-anexo(80%,rag:Found in 79% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/06-controle-versao-e-rollback.md,"Garantir reversibilidade e rastreabilidade é essencial para reduzir o impacto de | ---","grupo:execucao|reversibilidade|tema:rollback|tipo:anexo|versionamento","grupo:execucao|reversibilidade|tema:rollback|testes|tipo-anexo|tipo:anexo|versionamento","testes|tipo-anexo","","testes(60%,pattern:Content keywords match pattern); tipo-anexo(61%,rag:Found in 60% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/07-deploy-progressivo-e-risco.md,"O deploy progressivo é uma prática essencial para mitigar riscos durante a entre | ---","grupo:execucao|risco|staging|tema:deploy-progressivo|tipo:anexo","deploy|grupo:execucao|risco|staging|tema:deploy-progressivo|tipo-anexo|tipo:anexo","deploy|tipo-anexo","","deploy(61%,rag:Found in 61% of similar docume); tipo-anexo(71%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/08-segregacao-e-validacao-operacional.md,"A separação clara entre ambientes (desenvolvimento; QA; staging; produção) é uma | ---","grupo:execucao|readiness|segregacao|staging|tema:validacao|tipo:anexo","grupo:execucao|readiness|segregacao|staging|tema:validacao|tipo-anexo|tipo:anexo","tipo-anexo","","tipo-anexo(75%,rag:Found in 75% of similar docume)",OK
11-deploy-seguro,sbd-toe/010-sbd-manual/11-deploy-seguro/aplicacao-lifecycle.md,"Um deploy seguro não acontece de repente: é o culminar de várias etapas críticas | Cada fase tem ris","ciclo-vida|deploy|gates|producao|release|rollback|tipo:aplicacao","ciclo-vida|deploy|gates|producao|release|rollback|tipo:aplicacao","","","",OK
canon,sbd-toe/010-sbd-manual/11-deploy-seguro/canon/20-checklist-revisao.md,"Este checklist aplica-se a todas as aplicações em vias de serem colocadas em pro | Serve como instru","checklist|controlo|deploy|rollback|validacao","checklist|controlo|deploy|formacao|rollback|validacao|validação","formacao|validação","","formacao(66%,rag:Found in 66% of similar docume); validação(69%,rag:Found in 68% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/11-deploy-seguro/canon/25-rastreabilidade.md,"Este documento estabelece a **rastreabilidade entre as práticas prescritas neste | > A análise é fei","deploy|frameworks|rastreabilidade|samm|ssdf","dependencias|deploy|dsomm|frameworks|rastreabilidade|samm|ssdf","dependencias|dsomm","","dependencias(70%,rag:Found in 70% of similar docume); dsomm(70%,rag:Found in 70% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/11-deploy-seguro/canon/50-ameacas-mitigadas.md,"Este capítulo define práticas para **entrega segura; validação formal; ativação  | As ameaças mitiga","ameacas|capec|deploy|execução|mitigacao|osc-r|rollback|runtime|ssdf|stride|toggle","ameacas|capec|deploy|execução|mitigacao|osc-r|rollback","","runtime|ssdf|stride|toggle","",OK
11-deploy-seguro,sbd-toe/010-sbd-manual/11-deploy-seguro/intro.md,":::tip Capítulo Operacional | Este capítulo é considerado **operacional** no modelo *Security by Des","cat_operacional|deploy|gates|grp_operacao_melhoria|operacao-continuidade|produção|rollback|sdlc|seguranca","cat_operacional|deploy|gates|grp_operacao_melhoria|operacao-continuidade|produção|rollback","","sdlc|seguranca","",OK
11-deploy-seguro,sbd-toe/010-sbd-manual/11-deploy-seguro/policies-relevantes.md,"A aplicação consistente e eficaz do Capítulo 11 - **Deploy Seguro** - exige a ex | - Validação pré-d","deploy|organizacional|policy|rastreabilidade|rollback|validacao","deploy|organizacional|policy|políticas|rastreabilidade|rollback|validacao","políticas","","políticas(75%,rag:Found in 74% of similar docume)",OK
11-deploy-seguro,sbd-toe/010-sbd-manual/11-deploy-seguro/recomendacoes-avancadas.md,"Este documento complementa as práticas base do Capítulo 11 - Deploy Seguro; com  | As práticas aqui ","grupo:execucao|maturidade|reversibilidade|tema:deploy|tipo:avancado|validacao","grupo:execucao|maturidade|reversibilidade|tema:deploy|tipo:avancado|validacao|validação","validação","","validação(73%,rag:Found in 72% of similar docume)",OK
12-monitorizacao-operacoes,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/achievable-maturity.md,"Este documento apresenta o **mapeamento de maturidade das práticas descritas no  | - **OWASP SAMM**","DSOMM|SAMM|SLSA|SSDF|canon|maturidade","DSOMM|SAMM|SLSA|SSDF|canon|dsomm|maturidade","dsomm","","dsomm(74%,rag:Found in 73% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/01-dominios-monitorizacao.md,"Definir uma taxonomia prática dos **domínios de monitorização** aplicáveis a apl | ---","infraestrutura|logging|monitorização|observabilidade|runtime|seguranca","infraestrutura|logging|monitorização|observabilidade|runtime|seguranca|segurança","segurança","","segurança(80%,rag:Found in 79% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/02-controles-logging-centralizado.md,"Garantir que todas as aplicações registam eventos de forma estruturada; segura;  | ---","ECS|centralização|estruturação|logging|transporte seguro","ECS|centralização|ciclo-vida|deteccao|estruturação|logging|transporte seguro","ciclo-vida|deteccao","","ciclo-vida(66%,rag:Found in 65% of similar docume); deteccao(66%,rag:Found in 65% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/03-alertas-eventos-criticos.md,"Prescrever práticas para a definição; ativação e validação de **alertas automáti | ---","alertas|deteção|eventos críticos|severidade|thresholds","alertas|ciclo-vida|deteccao|deteção|eventos críticos|severidade|thresholds","ciclo-vida|deteccao","","ciclo-vida(68%,rag:Found in 67% of similar docume); deteccao(71%,rag:Found in 71% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/04-integracao-siem.md,"Garantir uma **integração fiável; segura e auditável** entre as fontes de evento | ---","correlação|dashboards|integracao|parsing|siem","cat_organizacional|correlação|dashboards|formacao|integracao|parsing|siem","cat_organizacional|formacao","","cat_organizacional(62%,rag:Found in 61% of similar docume); formacao(62%,rag:Found in 62% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/05-monitorizacao-resposta.md,"Demonstrar como a monitorização - incluindo logs; alertas e correlação de evento | ---","IRP|SOAR|integracao|playbooks|resposta a incidentes","IRP|SOAR|cat_operacional|integracao|monitorizacao|playbooks|resposta a incidentes","cat_operacional|monitorizacao","","cat_operacional(67%,rag:Found in 66% of similar docume); monitorizacao(70%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/06-correlacao-anomalias.md,"Aplicar técnicas de correlação de eventos e deteção de anomalias para identifica | ---","anomalias|correlação|deteção|eventos|multi-sistema","anomalias|contratacao|correlação|deteccao|deteção|eventos|multi-sistema","contratacao|deteccao","","contratacao(50%,rag:Present in similar documents (); deteccao(66%,rag:Found in 65% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/07-metricas-indicadores.md,"Definir métricas e indicadores para avaliar a **eficácia; cobertura e maturidade | ---","dashboards|indicadores|kpi|mttd|mttr|métricas","cicd|dashboards|indicadores|kpi|mttd|mttr|métricas","cicd","","cicd(60%,rag:Found in 60% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/08-matriz-controles-por-risco.md,"Esta matriz define os **requisitos mínimos obrigatórios de monitorização** para  | > ⚠️ Esta matriz ","L1|L2|L3|controles|matriz|proporcionalidade|risco","L1|L2|L3|controles|matriz|proporcionalidade|risco","","","",OK
addon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/addon/09-exemplos-eventos.md,"Mapear os vetores de ataque que podem ser **detetados; antecipados ou correlacio | ---","catálogo|eventos|logging|observabilidade|seguranca","catálogo|eventos|logging|monitorizacao|observabilidade|seguranca|segurança","monitorizacao|segurança","","monitorizacao(80%,rag:Found in 79% of similar docume); segurança(70%,rag:Found in 70% of similar docume)",OK
12-monitorizacao-operacoes,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/aplicacao-lifecycle.md,"Monitorizar e operar em segurança não é uma atividade pontual: é um fio condutor | Desde a primeira ","ciclo-vida|deteção|incidentes|monitorizacao|operacoes|tipo:aplicacao","ciclo-vida|deteccao|deteção|incidentes|monitorizacao|operacoes|tipo:aplicacao","deteccao","","deteccao(74%,rag:Found in 74% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/canon/20-checklist-revisao.md,"Este checklist aplica-se a todas as aplicações que requeiram capacidade de **log | Serve como instru","checklist|controlo|deteção|monitorizacao|resposta|validacao","checklist|controlo|deteção|monitorizacao|resposta|validacao|validação","validação","","validação(80%,rag:Found in 79% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/canon/25-rastreabilidade.md,"Este documento estabelece a **rastreabilidade entre as práticas de monitorização | > A rastreabilida","deteção|frameworks|monitorizacao|normativo|rastreabilidade|resposta","deteccao|deteção|frameworks|monitorizacao|normativo|rastreabilidade|resposta","deteccao","","deteccao(69%,rag:Found in 68% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/canon/50-ameacas-mitigadas.md,"Este documento apresenta uma visão consolidada das **ameaças técnicas e operacio | A referência prin","ameacas|deteção|logging|mitigacao|osc-r|resposta|visibilidade","ameacas|deteção|logging|mitigacao|osc-r|resposta|visibilidade","","","",OK
12-monitorizacao-operacoes,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/casos-praticos-monitorizacao.md,"Este anexo apresenta **exemplos práticos** de aplicação das recomendações de mon | ---","alertas|caso de estudo|correlação|deteção|exemplos|logging|sbd-toe|telemetria","alertas|caso de estudo|correlação|deteção|exemplos|logging|sbd-toe","","telemetria","",OK
12-monitorizacao-operacoes,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/intro.md,":::tip Capítulo Operacional | Este capítulo é considerado **operacional** no modelo *Security by Des","cat_operacional|deteção|grp_operacao_melhoria|incidentes|logs|monitorizacao|métricas|operacao-continuidade|operacoes|resposta","cat_operacional|deteção|grp_operacao_melhoria|incidentes|logs|monitorizacao|métricas","","operacao-continuidade|operacoes|resposta","",OK
12-monitorizacao-operacoes,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/policies-relevantes.md,"A adoção eficaz do **Capítulo 12 - Monitorização e Operações** exige a existênci | ---","deteção|monitorizacao|operacoes|organizacional|policy|resposta","deteção|monitorizacao|operacoes|organizacional|policy|políticas|resposta","políticas","","políticas(74%,rag:Found in 74% of similar docume)",OK
12-monitorizacao-operacoes,sbd-toe/010-sbd-manual/12-monitorizacao-operacoes/recomendacoes-avancadas.md,"Este documento apresenta um conjunto de **recomendações avançadas** que vão para | As práticas aqui ","avancado|correlação|deteção|maturidade|observabilidade|resposta","avancado|avançado|correlação|deteção|maturidade|observabilidade|resposta","avançado","","avançado(80%,rag:Found in 79% of similar docume)",OK
13-formacao-onboarding,sbd-toe/010-sbd-manual/13-formacao-onboarding/achievable-maturity.md,"Este documento apresenta o **mapeamento de maturidade das práticas descritas no  | - **OWASP SAMM**","DSOMM|SAMM|SSDF|canon|maturidade","DSOMM|SAMM|SSDF|canon|dsomm|maturidade|samm","dsomm|samm","","dsomm(71%,rag:Found in 70% of similar docume); samm(71%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/01-catalogo-formativo.md,"Cruzar os **14 capítulos técnicos do manual SbD-ToE** com os **conteúdos de form | - A criação de **","catalogo|conteudos|formacao|onboarding|perfis","catalogo|conteudos|formacao|manual|onboarding|perfis|por capitulo","manual|por capitulo","","manual(63%,rag:Found in 63% of similar docume); por capitulo(63%,rag:Found in 63% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/02-trilho-formativo.md,"Definir os **conteúdos mínimos obrigatórios** a incluir na formação inicial (onb | > 📌 Esta matriz p","formacao|onboarding|perfis|risco|trilho","capacitacao|ciclo-vida|formacao|onboarding|perfis|risco|trilho","capacitacao|ciclo-vida","","capacitacao(64%,rag:Found in 63% of similar docume); ciclo-vida(64%,rag:Found in 63% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/03-programa-champions.md,"Estabelecer um programa estruturado de **Security Champions** para: | - Promover práticas seguras ju","apoio|champions|cultura|formacao|responsabilidade","apoio|champions|ciclo-vida|cultura|formacao|responsabilidade|segurança","ciclo-vida|segurança","","ciclo-vida(64%,rag:Found in 64% of similar docume); segurança(65%,rag:Found in 65% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/04-tecnicas-formativas.md,"Reforçar a aprendizagem prática em segurança através de **métodos formativos ati | Estas técnicas sã","exemplos|formacao|pedagogia|segurança aplicada|tecnicas","exemplos|formacao|pedagogia|requisitos|segurança aplicada|tecnicas|validação","requisitos|validação","","requisitos(62%,rag:Found in 61% of similar docume); validação(62%,rag:Found in 61% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/05-integracao-transversal.md,"Descrever como a **formação contínua e aplicada** pode ser integrada nas ativida | O objetivo é gara","aprendizagem continua|capitulos|cultura|formacao|integracao","aprendizagem continua|capitulos|cicd|cultura|formacao|integracao|segurança","cicd|segurança","","cicd(60%,pattern:Content keywords match pattern); segurança(61%,rag:Found in 60% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/06-manual-formação-por-capitulo.md,"Organizar os conteúdos formativos sugeridos pelo manual SbD-ToE por **perfil fun | Este documento se","formacao|manual|por capitulo|referencia cruzada|sbdtoe","catalogo|conteudos|formacao|manual|por capitulo|referencia cruzada|sbdtoe","catalogo|conteudos","","catalogo(63%,rag:Found in 63% of similar docume); conteudos(63%,rag:Found in 63% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/07-exemplo1-manual-formacao-dev-pr-seguro.md,"Capacitar developers para: | - Escrever Pull Requests com critérios mínimos de segurança aplicados","aplicacao|dev|exemplos|formacao|pull request","aplicacao|auditoria|dev|exemplos|formacao|pull request|segurança","auditoria|segurança","","auditoria(53%,rag:Present in similar documents (); segurança(61%,rag:Found in 61% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/08-exemplo2-formacao-iac.md,"Capacitar as equipas técnicas para: | - Compreender os principais riscos de segurança em projetos de","checkov|devops|formacao|iac|pipelines|requisitos|terraform|tfsec|validacao","checkov|devops|formacao|iac|pipelines|requisitos|terraform","","tfsec|validacao","",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/10-checklist-onboarding.md,"Este checklist permite verificar se o processo de onboarding de um colaborador ( | > 📌 Pode ser usad","checklist|controlo|onboarding|permissao|rastreabilidade","capacitacao|checklist|controlo|formacao|onboarding|permissao|rastreabilidade","capacitacao|formacao","","capacitacao(69%,rag:Found in 69% of similar docume); formacao(71%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/11-template-quiz-onboarding.md,"Este documento apresenta um exemplo reutilizável de **quiz técnico** para valida | Pode ser adaptado","conhecimento|onboarding|quiz|rastreabilidade|validacao","conhecimento|formacao|onboarding|quiz|rastreabilidade|validacao|validação","formacao|validação","","formacao(66%,rag:Found in 66% of similar docume); validação(80%,rag:Found in 79% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/20-modelo-inclusao-terceiros.md,"Este documento define uma abordagem prática e verificável para garantir que **fo | ---","formacao|inclusao|onboarding|rastreabilidade|terceiros","ciclo-vida|formacao|inclusao|onboarding|rastreabilidade|supply-chain|terceiros","ciclo-vida|supply-chain","","ciclo-vida(54%,rag:Present in similar documents (); supply-chain(69%,rag:Found in 68% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/21-plano-formacao-terceiros.md,"Este documento define os **conteúdos mínimos obrigatórios** de capacitação em se | ---","acesso seguro|formacao|fornecedores|plano|terceiros","acesso seguro|formacao|fornecedores|plano|supply-chain|terceiros|validação","supply-chain|validação","","supply-chain(75%,rag:Found in 74% of similar docume); validação(67%,rag:Found in 67% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/22-template-quiz-terceiros.md,"Este questionário destina-se a validar se os terceiros (fornecedores; contractor | > 📌 Recomenda-se ","contratados|formacao|onboarding|quiz|seguranca|terceiros|validacao","contratados|formacao|onboarding|quiz|seguranca|terceiros|validacao","","","",OK
addon,sbd-toe/010-sbd-manual/13-formacao-onboarding/addon/90-indicadores-metricas.md,"Estes indicadores ajudam a avaliar se o programa de formação está a ser eficaz;  | ---","dashboards|formacao|kpi|metricas|onboarding|rastreabilidade","dashboards|dsomm|formacao|kpi|metricas|onboarding|rastreabilidade","dsomm","","dsomm(53%,rag:Present in similar documents ()",OK
13-formacao-onboarding,sbd-toe/010-sbd-manual/13-formacao-onboarding/aplicacao-lifecycle.md,"| Fase | Ação | Evidência | | |------|------|-----------|","capacitacao|ciclo-vida|formacao|onboarding|seguranca|tipo:aplicacao","capacitacao|cicd|ciclo-vida|formacao|onboarding|seguranca|tipo:aplicacao","cicd","","cicd(75%,rag+pattern:RAG + keyword pattern agreemen)",OK
canon,sbd-toe/010-sbd-manual/13-formacao-onboarding/canon/20-checklist-revisao.md,"Este checklist aplica-se a todos os **colaboradores técnicos; internos ou extern | Permite avaliar d","auditoria|checklist|controlo|formacao|onboarding|validacao","auditoria|checklist|controlo|formacao|onboarding|validacao|validação","validação","","validação(71%,rag:Found in 70% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/13-formacao-onboarding/canon/25-rastreabilidade.md,"Este ficheiro estabelece a **rastreabilidade entre as práticas prescritas neste  | > A rastreabilida","auditoria|checklist|controlo|formacao|onboarding|validacao","auditoria|checklist|controlo|formacao|onboarding|validacao|validação","validação","","validação(80%,rag:Found in 79% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/13-formacao-onboarding/canon/50-ameacas-mitigadas.md,"Este capítulo estabelece práticas para garantir que todas as pessoas com impacto | Define requisitos","ameacas|cultura|mitigacao|onboarding|osc-r|segurança humana|terceiros","ameacas|cultura|mitigacao|onboarding|osc-r|segurança humana|terceiros","","","",OK
13-formacao-onboarding,sbd-toe/010-sbd-manual/13-formacao-onboarding/intro.md,":::note Capítulo Organizacional | Este capítulo é considerado **organizacional** no modelo *Security","DSOMM|SAMM|aprendizagem|capacitacao|cat_organizacional|champions|formacao|fundamentos|grp_fundamentos_contexto|onboarding","DSOMM|SAMM|aprendizagem|capacitacao|cat_organizacional|champions|grp_fundamentos_contexto","","formacao|fundamentos|onboarding","",OK
13-formacao-onboarding,sbd-toe/010-sbd-manual/13-formacao-onboarding/recomendacoes-avancadas.md,"Este documento apresenta recomendações avançadas que **complementam as práticas  | > 🔍 Estas prática","cicd|feedback|formacao|gamificacao|lms|maturidade|terceiros","cicd|feedback|formacao|gamificacao|lms|maturidade|terceiros","","","",OK
14-governanca-contratacao,sbd-toe/010-sbd-manual/14-governanca-contratacao/achievable-maturity.md,"Este documento apresenta o **mapeamento de maturidade das práticas descritas no  | - **OWASP SAMM**","DSOMM|SAMM|SLSA|SSDF|canon|maturidade","DSOMM|SAMM|SLSA|SSDF|canon|maturidade|slsa","slsa","","slsa(73%,rag:Found in 72% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/01-modelo-governancao.md,"Estabelecer uma **estrutura formal de decisão; validação e responsabilização**;  | Este modelo asseg","excecoes|governanca|ownership|validacao","excecoes|governanca|governação|ownership|rastreabilidade|validacao|validação","governação|rastreabilidade|validação","","governação(72%,rag:Found in 72% of similar docume); rastreabilidade(66%,rag:Found in 65% of similar docume); validação(71%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/02-clausulas-contratuais.md,"Fornecer um conjunto de **cláusulas contratuais reutilizáveis e proporcionais ao | Estas cláusulas d","contratacao|fornecedores|terceiros|validacao","ciclo-vida|contratacao|fornecedores|supply-chain|terceiros|validacao|validação","ciclo-vida|supply-chain|validação","","ciclo-vida(65%,rag:Found in 65% of similar docume); supply-chain(76%,rag:Found in 76% of similar docume); validação(76%,rag:Found in 76% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/03-modelo-validacao-fornecedores.md,"Estabelecer um processo formal; proporcional e auditável para: | * Avaliar a adequação de fornecedor","contratacao|fornecedores|terceiros|validacao","contratacao|diagramas|fornecedores|supply-chain|terceiros|validacao|validação","diagramas|supply-chain|validação","","diagramas(62%,rag:Found in 61% of similar docume); supply-chain(75%,rag:Found in 75% of similar docume); validação(67%,rag:Found in 67% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/04-rastreabilidade-organizacional.md,"Garantir que existe uma **ligação clara; documentada e auditável** entre: | * A **classificação de r","auditoria|compliance|evidencias|rastreabilidade","auditoria|compliance|evidencias|evidência|rastreabilidade|testes|validação","evidência|testes|validação","","evidência(67%,rag:Found in 66% of similar docume); testes(67%,rag:Found in 67% of similar docume); validação(68%,rag:Found in 67% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/05-exemplos-praticos.md,"Este anexo fornece **exemplos práticos e reutilizáveis** para aplicar os conceit | Inclui também a v","excecoes|exemplos|governance|onboarding","controlo|excecoes|exemplos|formacao|governance|onboarding|rastreabilidade","controlo|formacao|rastreabilidade","","controlo(66%,rag:Found in 65% of similar docume); formacao(80%,rag:Found in 79% of similar docume); rastreabilidade(65%,rag:Found in 64% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/06-validacao-continuada.md,"Este anexo descreve os mecanismos de **validação recorrente** das aplicações; fo | ---","auditoria|ciclo-continuo|excecoes|validacao","auditoria|ciclo-continuo|excecoes|formacao|segurança|validacao|validação","formacao|segurança|validação","","formacao(62%,rag:Found in 62% of similar docume); segurança(63%,rag:Found in 62% of similar docume); validação(78%,rag:Found in 78% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/07-governancao-e-maturidade.md,"Este anexo descreve como o Capítulo 14 contribui para a **maturidade de seguranç | ---","compliance|evolucao|governanca|maturidade","auditoria|compliance|dsomm|evolucao|governanca|governação|maturidade","auditoria|dsomm|governação","","auditoria(70%,rag:Found in 69% of similar docume); dsomm(63%,rag:Found in 62% of similar docume); governação(70%,rag:Found in 69% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/08-diagramas-governanca.md,"Este anexo inclui diagramas que representam os principais fluxos de decisão; ras | ---","diagramas|excecoes|fluxo|validacao","contratacao|diagramas|excecoes|fluxo|fornecedores|validacao|validação","contratacao|fornecedores|validação","","contratacao(68%,rag:Found in 67% of similar docume); fornecedores(68%,rag:Found in 67% of similar docume); validação(69%,rag:Found in 68% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/10-governanca-legada.md,"Este documento aborda a aplicação proporcional e adaptada do modelo SbD-ToE a ** | ---","excecoes|governanca|legado|migração","auditoria|excecoes|fornecedores|governanca|governação|legado|migração","auditoria|fornecedores|governação","","auditoria(64%,rag:Found in 64% of similar docume); fornecedores(64%,rag:Found in 64% of similar docume); governação(71%,rag:Found in 71% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/11-controlos-praticas-sbd.md,"Este documento define o modelo de **controlo sistemático e contínuo** da aplicaç | > 📌 O objetivo é ","controlo|enforcement|governanca|validacao","cat_operacional|controlo|enforcement|governanca|governação|validacao|validação","cat_operacional|governação|validação","","cat_operacional(66%,rag:Found in 66% of similar docume); governação(80%,rag:Found in 79% of similar docume); validação(80%,rag:Found in 79% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/12-guia-preparacao-sandbox.md,"**Versão:** 1.0 | **Última atualização:** Novembro 2025","contractors|formacao|governanca|onboarding|pratica|sandbox","contractors|contratos|formacao|governanca|onboarding|pratica|sandbox","contratos","","contratos(70%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/13-checklist-offboarding.md,"**Versão:** 1.0 | **Última atualização:** Novembro 2025","auditoria|contractors|governanca|offboarding|rescisao|seguranca","auditoria|contractors|contratos|governanca|offboarding|rescisao|seguranca","contratos","","contratos(78%,rag:Found in 77% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/14-governanca-contratacao/addon/14-exemplo_template-validacao-contractors.md,"**Versão:** 1.0 | **Última atualização:** Novembro 2025","checklist|contractors|governanca|onboarding|triagem|validacao","checklist|contractors|formacao|governanca|onboarding|triagem|validacao","formacao","","formacao(75%,rag:Found in 75% of similar docume)",OK
14-governanca-contratacao,sbd-toe/010-sbd-manual/14-governanca-contratacao/aplicacao-lifecycle.md,"| Fase / Evento | Ação esperada | Evidência | | |---------------|--------------|-----------|","ciclo-vida|contratacao|excecoes|governanca|rastreabilidade|tipo:aplicacao","ciclo-vida|contratacao|excecoes|governanca|governação|rastreabilidade|tipo:aplicacao","governação","","governação(72%,rag:Found in 71% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/14-governanca-contratacao/canon/20-checklist-revisao.md,"Este checklist aplica-se a **projetos; aplicações ou contratos** com impacto téc | > 📌 Deve ser usad","aprovacao|checklist|contratacao|controlo|excecoes|projeto|revisao","aprovacao|checklist|contratacao|controlo|excecoes|projeto|revisao","","","",OK
canon,sbd-toe/010-sbd-manual/14-governanca-contratacao/canon/25-rastreabilidade.md,"Este documento estabelece a **rastreabilidade top-down entre os requisitos dos p | > 📌 Esta rastreab","conformidade|contratos|exceções|fornecedores|frameworks|rastreabilidade","auditoria|conformidade|contratos|exceções|fornecedores|frameworks|rastreabilidade","auditoria","","auditoria(80%,rag:Found in 79% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/14-governanca-contratacao/canon/50-ameacas-mitigadas.md,"Este capítulo define práticas formais para **garantir que a segurança é aplicada | - Contratação de ","ameacas|contratos|dsomm|excecoes|governance|osc-r|rastreabilidade","ameacas|contratos|dsomm|excecoes|governance|osc-r|rastreabilidade","","","",OK
14-governanca-contratacao,sbd-toe/010-sbd-manual/14-governanca-contratacao/intro.md,":::note Capítulo Organizacional | Este capítulo é considerado **organizacional** no modelo *Security","KPIs|cat_organizacional|conformidade|contratacao|excecoes|fornecedores|fundamentos|governanca|grp_fundamentos_contexto|rastreabilidade","KPIs|cat_organizacional|conformidade|contratacao|excecoes|fornecedores|grp_fundamentos_contexto","","fundamentos|governanca|rastreabilidade","",OK
